Sch #,year,WHITE COUNT,BLACK COUNT,HISPANIC COUNT,ASIAN COUNT,ISLANDER COUNT,AMERICAN INDIAN COUNT,MULTI COUNT,TOTAL COUNT,MALE COUNT,FEMALE COUNT,GRADE 12 COUNT,Attendance-Number of Absences-0,Attendance-Number of Absences-0_1-5,Attendance-Number of Absences-0_6-10,Attendance-Number of Absences_Percent Attendance,Movement-Transfer IN from-New,Movement-Transfer IN from-New_Within,Movement-Transfer IN from-New_Outside,Movement-Transfer IN from-New_Private,Movement-Transfer OUT to-Within,Movement-Transfer OUT to-outside,Movement-Transfer OUT to-Within_Private,Movement-Transfer OUT to-Within_other,Movement-Transfer OUT to-Within_DNE,Mobility Index,Suspensions-Duplicated-Outdoor,Suspensions-Duplicated-_Indoor,Suspensions_Unduplicated-Outdoor,Suspensions_Unduplicated-Indoor,Attendance-Number of Absences-0_Unexcuse 11+,ELL TOTAL,SWD TOTAL,GIFTED TOTAL,FREE & REDUCED TOTAL,Total Federal Graduation Rate,ZIPCODE
7011,2012,80,546,1261,24,0,1,5,1917,900,1017,416,54,472,475,93.61,124,127,122,1,199,111,30,30,36,29,391,1069,268,684,563,233,225,115,1470,85.6,33015
7011,2013,71,555,1322,23,0,1,3,1975,1063,912,448,28,347,436,93.22,122,114,115,4,164,111,39,3,16,26,157,405,125,316,751,261,243,120,1601,88,33015
7011,2014,75,578,1436,27,0,1,1,2118,1145,973,526,55,443,512,93.52,114,118,117,4,149,83,40,6,7,25,155,1368,120,763,1103,311,257,128,1769,87.7,33015
7011,2015,69,592,1448,27,0,0,4,2140,1151,989,505,47,384,439,92.45,125,116,108,0,150,137,7,19,19,26,292,1878,225,879,834,313,243,116,1773,80.8,33015
7011,2016,63,609,1413,25,1,0,4,2115,1139,976,507,78,488,450,93.48,146,87,125,1,147,93,9,31,36,23,0,0,0,0,688,332,257,109,1695,77.7,33015
7011,2017,51,577,1465,22,1,0,5,2121,1134,987,519,48,377,471,92.42,155,136,116,0,129,115,13,56,27,23,0,0,0,0,763,321,242,96,1766,80.5,33015
7011,2018,34,566,1443,24,1,0,6,2074,1079,995,562,52,338,391,91.99,115,94,83,1,120,113,5,25,16,22,0,0,0,0,759,320,230,98,1860,87.2,33015
7011,2019,43,533,1373,14,1,0,14,1978,1025,953,498,51,362,417,92.24,90,89,89,3,103,97,5,41,20,21,0,0,0,0,696,292,237,95,1558,84.6,33015
7011,2020,36,551,1322,14,2,1,24,1950,961,989,491,38,400,369,92.06,88,101,70,1,161,89,10,20,16,22,0,0,0,0,657,270,222,101,1524,92.9,33015
7011,2021,36,523,1119,14,1,0,21,1714,834,880,474,122,453,346,88.09,61,57,46,5,128,63,37,11,1,21,0,0,0,0,720,202,227,88,1420,96.7,33015
7011,2022,33,484,1138,11,0,0,16,1682,842,840,415,98,247,360,88.94,151,102,144,6,111,59,105,7,3,32,0,0,0,0,777,241,235,95,1424,96.2,33015
7011,2023,19,497,1075,9,0,1,10,1611,800,811,391,83,248,323,88.12,254,116,181,6,85,77,152,5,0,30,113,697,88,416,859,289,202,92,1064,98.9,33015
7011,2024,20,497,1067,8,0,1,5,1598,834,764,396,69,231,303,88.28,174,135,128,5,100,70,130,2,0,30,142,129,121,114,915,324,224,62,1033,100,33015
7048,2012,481,339,786,24,1,1,2,1634,819,815,263,51,365,339,92.98,127,55,117,5,55,84,26,22,33,20,272,304,162,209,616,141,110,160,920,90.4,33160
7048,2013,514,363,896,19,1,1,2,1796,900,896,400,40,301,360,92.19,140,81,117,11,103,91,59,25,41,23,122,22,94,21,717,166,119,141,1076,87.7,33160
7048,2014,441,346,875,24,1,1,3,1691,858,833,425,32,299,376,92.38,103,73,63,3,95,73,59,14,32,21,201,1038,130,568,935,184,105,208,1098,87.6,33160
7048,2015,403,311,864,24,0,0,4,1606,849,757,419,29,301,303,92.41,109,64,88,7,70,88,56,35,7,24,156,1108,125,475,523,215,97,74,1062,88.9,33160
7048,2016,407,283,831,21,0,0,7,1549,828,721,356,31,351,382,93.76,116,44,88,5,69,72,30,14,23,19,0,587,0,301,409,159,94,81,981,92.4,33160
7048,2017,392,307,867,24,0,0,8,1598,854,744,357,32,332,379,93.47,146,59,89,7,50,76,30,20,16,20,0,527,0,264,513,183,100,99,1002,91.8,33160
7048,2018,431,294,937,23,0,1,9,1695,871,824,371,31,353,363,92.83,116,73,89,7,62,82,27,26,16,23,0,527,0,275,594,240,107,111,1158,92.1,33160
7048,2019,418,285,973,25,0,2,11,1714,868,846,389,41,414,381,94.02,125,61,94,7,50,68,19,28,60,20,0,358,0,236,504,228,113,128,1050,91.7,33160
7048,2020,425,244,977,28,0,2,13,1689,872,817,427,33,375,347,93.02,94,50,79,11,51,59,19,20,34,16,0,333,0,215,501,209,115,172,1015,95.1,33160
7048,2021,392,213,862,28,0,1,17,1513,801,712,393,93,660,290,92.13,72,37,53,7,74,61,21,14,8,29,0,0,0,0,491,167,107,187,934,95.2,33160
7048,2022,390,258,852,26,0,2,14,1542,793,749,382,83,233,357,89.56,178,40,104,25,66,57,20,8,11,21,0,819,0,321,733,184,129,188,1043,92.2,33160
7048,2023,391,252,893,28,0,1,17,1582,810,772,342,112,238,370,89.41,192,74,119,12,49,77,38,11,6,22,66,48,55,44,724,273,120,163,794,92.6,33160
7048,2024,371,234,905,17,1,0,13,1541,781,760,354,124,204,398,89.69,144,93,108,23,50,84,40,4,10,24,91,182,83,149,706,292,122,147,774,89.6,33160
7049,2012,37,33,1808,3,0,0,0,1881,1000,881,418,98,515,407,94.83,127,92,106,3,116,58,18,115,29,22,98,485,86,319,418,564,125,113,1546,69.3,33012
7049,2013,41,29,1976,2,0,0,1,2049,1004,1045,419,78,561,485,94.08,162,86,136,1,119,46,9,91,11,21,129,390,105,239,499,644,140,116,1797,70.2,33012
7049,2014,39,25,2041,1,0,0,1,2107,1038,1069,490,77,498,569,93.09,135,87,95,2,100,66,10,93,10,19,116,619,96,321,926,678,136,142,1911,66.7,33012
7049,2015,28,19,1944,3,0,0,2,1996,1002,994,405,58,429,482,93.07,156,97,94,4,179,74,17,135,8,25,121,527,86,306,604,675,108,113,1743,68,33012
7049,2016,27,21,1964,4,0,0,2,2018,1022,996,494,60,439,445,93.08,126,100,88,1,129,53,39,33,21,19,0,188,0,149,579,477,110,161,1783,76.1,33012
7049,2017,13,14,1814,5,0,1,1,1848,938,910,427,37,341,413,92.59,85,63,62,5,104,61,19,23,12,18,0,150,0,106,625,511,88,139,1686,79.6,33012
7049,2018,17,15,1672,5,0,0,2,1711,869,842,419,40,255,356,92.37,41,63,39,3,106,64,3,26,21,17,0,200,0,130,633,478,85,114,1587,85.7,33012
7049,2019,14,21,1537,4,0,0,4,1580,817,763,448,25,247,298,92.69,63,71,50,0,124,70,7,8,12,21,0,163,0,124,616,435,92,79,1361,82.7,33012
7049,2020,14,21,1327,3,0,0,2,1367,698,669,332,41,353,278,94.77,58,76,35,3,102,44,10,8,15,19,0,259,0,174,365,344,100,47,1161,90.7,33012
7049,2021,17,29,1165,3,0,0,2,1216,604,612,329,52,215,241,86.66,28,87,31,1,60,46,10,6,9,18,0,4,0,4,697,310,125,39,1085,90.3,33012
7049,2022,12,23,1079,2,0,0,3,1119,557,562,302,54,174,231,88.62,70,84,45,5,89,31,16,20,25,25,0,11,0,10,499,253,126,34,1005,87.5,33012
7049,2023,12,19,1092,2,0,0,0,1125,562,563,249,46,221,255,87.63,181,67,138,4,75,88,41,3,14,30,51,18,40,17,506,353,133,42,832,87.6,33012
7049,2024,10,15,1056,0,0,0,0,1081,556,525,203,61,196,266,89.05,123,85,101,8,96,84,43,3,1,31,32,6,32,6,469,383,126,46,764,90.9,33012
7051,2012,149,68,2936,33,0,3,2,3191,1523,1668,760,127,780,754,94.76,119,6,226,8,155,75,21,100,5,17,250,1442,190,760,776,348,446,413,2379,79,33185
7051,2013,148,54,3013,32,0,3,3,3253,1695,1558,769,78,751,832,94.24,158,17,274,12,179,107,37,51,16,17,175,1404,140,729,838,330,464,397,2535,81.5,33185
7051,2014,140,44,3173,23,0,5,2,3387,1777,1610,749,109,766,903,93.29,138,9,247,7,160,82,17,78,19,16,212,1254,172,665,1592,385,482,404,2644,75.1,33185
7051,2015,134,39,3339,28,0,4,2,3546,1834,1712,793,89,729,850,93.01,137,14,195,5,160,65,66,29,2,14,221,1387,163,722,1166,405,481,454,2722,82.1,33185
7051,2016,134,34,3308,28,0,5,4,3513,1839,1674,861,86,739,862,93.15,173,4,240,4,126,77,112,53,52,16,0,1091,0,575,1020,344,461,477,2683,87.4,33185
7051,2017,121,24,3279,24,0,7,4,3459,1788,1671,910,63,608,809,92.8,156,4,244,4,127,72,95,31,17,15,0,1224,0,567,1136,404,426,474,2717,89.5,33185
7051,2018,125,34,3097,24,0,1,3,3284,1719,1565,886,58,538,675,91.91,100,6,186,6,77,78,84,23,25,14,0,994,0,510,1189,329,422,516,2640,95.6,33185
7051,2019,115,24,2923,16,0,2,3,3083,1594,1489,789,54,511,652,91.63,63,7,171,2,89,66,49,25,22,12,0,721,0,425,1133,313,373,519,2324,91.8,33185
7051,2020,93,19,2854,17,0,3,8,2994,1532,1462,813,44,504,574,91.51,68,41,100,4,86,48,36,29,42,12,0,543,0,344,1097,265,394,511,2175,95,33185
7051,2021,83,13,2647,16,0,1,7,2767,1440,1327,718,148,725,550,87.52,34,54,32,3,37,32,48,12,13,8,0,54,0,43,1239,198,404,459,2112,93.5,33185
7051,2022,62,11,2470,18,1,1,7,2570,1338,1232,690,87,311,517,88.03,109,132,80,15,104,58,73,13,49,19,0,373,0,236,1367,157,360,420,2001,92.7,33185
7051,2023,44,13,2371,16,1,0,10,2455,1288,1167,671,60,330,486,89,197,80,146,6,88,79,57,8,20,16,22,286,21,212,1210,264,337,364,1475,93.6,33185
7051,2024,35,11,2213,10,1,0,3,2273,1189,1084,592,79,309,448,89.79,145,94,89,11,84,63,28,11,15,15,19,225,16,162,1147,319,299,346,1349,93.9,33185
7071,2012,343,194,2653,36,1,0,2,3229,1586,1643,662,111,815,741,94.26,210,197,166,18,192,94,92,78,46,21,349,612,279,436,857,507,248,585,2219,80.2,33146
7071,2013,364,193,2757,33,1,0,1,3349,1650,1699,823,99,778,746,93.99,195,123,165,21,142,80,137,29,18,19,219,505,187,399,862,536,283,584,2401,85.1,33146
7071,2014,369,198,2682,34,0,1,1,3285,1595,1690,773,117,790,879,92.94,181,134,139,22,134,107,97,68,14,19,272,525,204,381,1457,530,276,605,2363,79.2,33146
7071,2015,339,211,2745,32,0,1,3,3331,1649,1682,802,62,566,655,91.74,173,112,134,15,167,126,86,63,0,18,215,485,180,342,1194,535,291,645,2259,84.7,33146
7071,2016,309,235,2759,31,0,1,5,3340,1687,1653,787,60,647,689,92.39,214,130,138,14,155,125,101,63,19,18,0,489,0,343,1115,473,296,630,2404,86.7,33146
7071,2017,316,217,2781,29,0,1,8,3352,1699,1653,773,67,576,675,91.48,190,110,106,19,158,99,40,72,0,15,0,548,0,383,1204,480,295,645,2431,87.3,33146
7071,2018,290,187,2760,31,0,1,12,3281,1623,1658,830,46,531,664,90.8,165,107,114,15,141,101,28,119,1,17,0,562,0,396,1183,429,300,636,2491,87.8,33146
7071,2019,298,195,2606,23,0,1,11,3134,1559,1575,779,68,665,622,92.61,156,85,120,15,167,115,29,72,17,16,0,566,0,390,948,417,300,640,2117,89.5,33146
7071,2020,295,148,2551,24,0,0,14,3032,1502,1530,780,65,661,610,92.82,116,100,88,11,113,54,43,36,0,14,0,404,0,298,890,391,278,626,1979,93.3,33146
7071,2021,283,157,2447,21,0,0,16,2924,1467,1457,726,233,1016,640,91.95,67,57,46,6,78,49,31,21,6,15,0,34,0,33,964,330,287,579,2040,93.7,33146
7071,2022,272,141,2376,27,0,0,13,2829,1432,1397,692,106,535,707,90.61,183,121,122,9,115,72,82,26,12,19,0,455,0,308,1040,361,277,531,1949,92.6,33146
7071,2023,268,121,2381,26,0,0,14,2810,1459,1351,681,107,534,740,91.03,231,95,140,17,110,66,68,11,4,17,23,483,16,323,1003,385,268,535,1541,96.7,33146
7071,2024,279,131,2397,20,1,0,21,2849,1482,1367,705,147,569,840,92.35,154,93,98,5,88,57,63,12,1,15,46,557,33,344,901,424,283,500,1582,96.6,33146
7090,2021,14,7,1011,0,0,0,0,1032,505,527,250,88,360,197,90.89,0,4,1,0,0,1,0,0,1,3,0,2,0,2,339,73,34,88,926,98,33010
7090,2024,11,10,986,1,0,0,0,1008,510,498,231,20,109,207,89.54,9,15,2,3,25,18,3,2,2,7,33,69,29,57,336,92,57,86,876,95.8,33010
7101,2012,577,506,1866,125,3,5,40,3122,1676,1446,684,329,1344,620,97.28,33,10,2,0,47,16,8,7,6,4,106,224,99,181,161,11,171,1105,1313,98,33157
7101,2013,608,456,1925,120,3,4,40,3156,1442,1714,711,321,1327,666,97.31,32,10,4,0,61,12,6,3,8,4,38,199,36,158,145,11,187,1096,1340,97.8,33157
7101,2014,621,428,1980,118,1,3,37,3188,1458,1730,800,238,1369,1094,96.54,29,15,1,0,64,11,5,6,5,4,41,225,40,166,467,17,181,1148,1370,98.1,33157
7101,2015,582,383,2048,113,1,4,50,3181,1406,1775,746,297,1225,742,96.67,32,13,0,0,64,17,5,2,2,4,39,163,38,134,173,22,178,1125,1374,98.5,33157
7101,2016,573,367,2223,120,1,2,50,3336,1469,1867,698,293,1316,825,96.56,34,11,1,0,49,17,5,6,3,3,0,135,0,123,203,10,186,1178,1471,98.1,33157
7101,2017,569,338,2240,123,2,5,44,3321,1475,1846,760,264,1240,826,96.48,16,13,0,0,68,12,4,2,1,4,0,147,0,121,240,12,170,1191,1542,99.2,33157
7101,2018,561,310,2271,128,2,6,46,3324,1462,1862,785,214,1142,865,95.77,26,26,1,3,41,15,6,5,1,5,0,180,0,139,326,13,172,1215,1691,99.6,33157
7101,2019,567,308,2335,117,1,4,48,3380,1505,1875,873,213,1191,763,96.22,26,13,0,1,62,14,0,8,4,3,0,185,0,156,334,12,185,1267,1467,99.4,33157
7101,2020,515,328,2352,106,3,3,42,3349,1451,1898,715,147,1251,837,96.01,13,13,1,4,47,14,5,9,6,4,0,112,0,101,408,20,176,1234,1457,99.6,33157
7101,2021,477,353,2450,112,2,3,49,3446,1493,1953,754,655,1447,735,96.72,20,16,0,0,33,6,7,1,0,2,0,11,0,9,308,8,180,1292,1669,99.5,33157
7101,2022,420,366,2339,97,2,3,49,3276,1441,1835,840,165,846,995,94.2,17,19,1,3,44,20,15,3,10,5,0,109,0,96,265,8,186,1198,1692,99.5,33157
7101,2023,358,349,2347,113,1,2,35,3205,1402,1803,820,150,980,1006,94.69,26,15,5,0,41,17,12,2,6,3,18,102,18,90,183,9,179,1177,1161,99.5,33157
7101,2024,347,323,2446,111,1,3,34,3265,1453,1812,760,167,965,1009,94.73,23,18,6,0,46,18,9,3,4,4,13,175,13,143,215,16,211,1186,1231,99.9,33157
7111,2012,66,145,2694,4,0,0,1,2910,1357,1553,613,69,645,641,92.57,126,164,94,5,190,74,33,24,17,17,337,2226,229,983,931,606,337,225,2520,71.9,33013
7111,2013,52,133,2763,4,0,0,0,2952,1578,1374,721,57,519,651,91.87,169,148,147,5,181,86,20,70,18,19,209,2655,164,1066,1000,666,387,234,2599,73.9,33013
7111,2014,56,137,2672,5,0,2,1,2873,1533,1340,755,56,538,733,91.95,151,153,146,4,182,81,101,25,9,21,315,2182,213,994,1469,694,363,228,2525,81.9,33013
7111,2015,53,148,2536,0,0,0,1,2738,1470,1268,728,42,338,478,91,164,171,114,9,199,113,79,47,24,23,283,1196,193,715,1153,663,353,198,2332,82,33013
7111,2016,43,148,2335,3,0,0,0,2529,1359,1170,685,48,508,563,93.26,150,124,115,1,121,86,82,50,39,21,0,32,0,27,749,551,338,162,2210,83.3,33013
7111,2017,49,154,2202,3,0,0,1,2409,1285,1124,627,23,349,459,90.78,136,123,111,10,168,77,87,24,24,23,0,114,0,106,920,569,324,135,2131,77.5,33013
7111,2018,40,168,2045,2,0,0,2,2257,1181,1076,663,28,306,471,90.39,76,155,73,11,133,55,68,14,23,22,2,659,2,422,845,496,313,102,2078,84.1,33013
7111,2019,37,135,1884,3,0,0,1,2060,1092,968,560,35,345,377,90.64,66,155,78,5,123,66,48,20,37,22,0,181,0,149,750,466,307,120,1717,85.5,33013
7111,2020,37,118,1841,2,0,0,1,1999,1048,951,509,36,323,341,89.8,52,101,29,5,128,49,39,15,31,18,0,132,0,112,803,397,308,122,1644,93.7,33013
7111,2021,40,93,1731,1,0,0,1,1866,1000,866,448,103,465,352,87.86,31,89,34,6,131,30,66,2,13,22,0,97,0,72,896,313,323,102,1625,93.6,33013
7111,2022,38,78,1563,3,0,0,0,1682,908,774,374,103,214,237,85.98,64,133,59,7,137,33,113,1,49,26,0,194,0,148,911,252,326,61,1469,94.7,33013
7111,2023,27,79,1635,3,0,0,0,1744,956,788,426,100,230,391,87.78,268,133,212,14,92,49,181,2,8,31,64,660,57,370,954,400,326,34,1182,96.6,33013
7111,2024,24,77,1573,4,0,0,0,1678,934,744,377,82,227,340,87.79,151,137,108,17,73,55,189,2,7,28,76,836,61,353,977,433,316,33,1116,98.8,33013
7121,2012,322,112,3643,91,0,5,3,4176,2108,2068,1035,213,1201,826,94.42,107,122,84,4,207,76,26,56,23,13,977,2064,436,900,920,269,405,766,2483,84.7,33185
7121,2013,298,99,3619,91,0,12,5,4124,2036,2088,960,168,1147,934,94.72,132,131,100,11,141,84,34,25,16,11,1114,1539,399,728,903,281,405,736,2573,86.1,33185
7121,2014,299,90,3701,89,0,12,4,4195,1998,2197,1078,218,1186,1088,93.97,131,133,98,6,155,75,51,29,25,11,534,1563,247,713,1662,272,412,792,2624,87.6,33185
7121,2015,250,86,3651,89,0,12,10,4098,1966,2132,975,155,1087,903,93.8,149,126,94,9,135,79,32,31,30,12,582,1412,249,654,994,265,381,772,2706,87.7,33185
7121,2016,241,83,3773,93,1,10,14,4215,2019,2196,1014,110,960,1034,93.61,191,113,126,3,118,96,55,11,18,11,0,1652,0,596,1072,313,396,780,2871,91.7,33185
7121,2017,235,90,3834,101,2,4,14,4280,2064,2216,1033,110,957,1047,93.61,163,114,101,8,149,95,31,19,7,12,0,1495,0,632,1132,283,389,770,2921,92.9,33185
7121,2018,227,90,3900,95,1,3,13,4329,2113,2216,1002,122,904,1020,93.11,124,95,69,20,171,102,36,29,8,11,0,1801,0,723,1236,272,385,803,3181,97.1,33185
7121,2019,230,74,3822,90,1,3,10,4230,2009,2221,985,168,948,1107,93.94,80,136,42,5,191,104,92,37,20,13,0,1708,0,746,959,232,380,820,2814,98.5,33185
7121,2020,201,72,3779,95,0,2,13,4162,1982,2180,1022,117,1000,897,94.25,73,87,41,12,117,54,31,14,14,9,0,1061,0,499,1115,224,400,797,2665,99,33185
7121,2021,177,59,3916,93,2,4,10,4261,2028,2233,959,683,2037,754,96.01,32,53,33,6,83,37,47,11,0,11,0,262,0,118,672,224,431,793,2945,99.1,33185
7121,2022,150,47,3864,93,2,4,12,4172,2009,2163,943,167,697,1012,91.83,120,106,85,2,156,70,39,4,10,12,0,2105,0,703,1229,211,442,773,2957,99.4,33185
7121,2023,140,51,4032,85,2,4,13,4327,2069,2258,912,139,714,1016,91.79,141,62,99,8,105,69,55,2,2,10,417,1867,202,701,1020,272,456,805,2199,99.7,33185
7121,2024,142,43,4020,70,2,4,13,4294,2013,2281,1042,110,573,973,91.39,115,90,77,8,168,91,54,6,0,11,324,1468,207,680,1211,326,485,780,2160,99.5,33185
7131,2012,57,380,1183,19,0,2,6,1647,756,891,350,41,321,309,92.14,90,132,78,7,199,55,13,39,23,28,293,386,186,271,574,248,213,103,1337,71.1,33014
7131,2013,67,352,1206,13,0,4,3,1645,881,764,404,47,273,307,91.95,63,133,59,4,136,56,67,8,14,25,238,423,171,297,604,241,227,111,1379,79.5,33014
7131,2014,62,363,1224,13,0,2,2,1666,887,779,359,56,352,356,91.73,79,142,62,6,134,59,61,7,5,27,227,205,167,166,876,238,238,158,1387,78.2,33014
7131,2015,57,371,1221,14,0,1,1,1665,884,781,376,42,259,273,90.81,79,103,68,2,138,62,102,11,19,27,218,155,165,123,696,225,239,140,1381,84.9,33014
7131,2016,50,370,1211,10,0,0,1,1642,873,769,366,64,364,386,94.25,92,92,87,5,119,65,125,15,18,28,0,22,0,19,446,204,233,143,1411,89.1,33014
7131,2017,37,323,1206,9,0,0,0,1575,856,719,376,54,323,355,93.89,100,96,75,1,143,53,68,8,9,27,0,83,0,79,467,213,229,149,1336,93.9,33014
7131,2018,40,299,1222,4,0,1,2,1568,844,724,326,41,301,303,93.05,59,96,52,4,121,51,37,6,13,26,0,86,0,77,592,219,239,120,1407,96.7,33014
7131,2019,32,279,1195,3,0,1,2,1512,825,687,377,32,234,273,92.95,47,96,53,4,128,49,49,10,13,24,0,192,0,155,566,205,232,119,1251,96.4,33014
7131,2020,36,285,1137,2,1,1,9,1471,814,657,341,35,312,290,93.12,63,124,59,6,99,39,33,9,0,25,0,226,0,175,514,198,231,112,1188,98.8,33014
7131,2021,31,287,1058,3,1,3,10,1393,793,600,357,93,306,278,88.99,28,94,35,7,139,60,53,12,9,47,0,15,0,15,660,206,253,86,1190,100,33014
7131,2022,26,261,960,10,1,2,6,1266,733,533,318,67,158,212,87.55,88,106,76,1,98,42,76,1,26,35,0,247,0,181,644,209,241,74,1120,99.6,33014
7131,2023,25,264,1033,13,1,2,4,1342,731,611,285,65,228,268,88.1,211,137,176,21,131,71,113,5,17,35,165,112,124,85,677,274,279,74,916,99.5,33014
7131,2024,28,217,1063,11,1,2,0,1322,726,596,267,115,218,273,87.94,188,121,135,23,93,73,136,4,19,37,245,189,167,145,643,346,285,55,909,97.8,33014
7141,2012,568,1136,967,55,2,5,0,2733,1381,1352,589,60,696,622,93.61,136,72,104,3,104,118,29,28,42,16,243,469,173,318,744,169,180,527,1481,88.6,33179
7141,2013,554,1120,901,58,2,3,5,2643,1288,1355,576,64,585,601,93.21,131,84,96,2,107,109,15,14,19,15,281,302,189,243,813,166,174,514,1530,90,33179
7141,2014,558,1086,923,61,2,1,7,2638,1272,1366,604,76,678,673,93.26,128,68,79,7,120,111,12,26,25,16,310,483,204,333,1171,193,152,537,1513,90.3,33179
7141,2015,581,1060,924,58,1,1,8,2633,1258,1375,567,102,651,596,93.88,184,57,106,7,131,125,9,31,35,17,196,557,150,349,683,184,154,539,1563,88.9,33179
7141,2016,596,1048,987,61,1,1,9,2703,1302,1401,563,92,703,612,93.77,188,61,89,6,127,94,17,18,27,15,0,450,0,293,698,158,152,596,1578,89.9,33179
7141,2017,615,1059,1016,56,2,1,10,2759,1312,1447,595,97,636,646,94.08,181,92,97,11,154,120,25,32,27,17,0,289,0,198,765,206,159,517,1692,90.9,33179
7141,2018,578,1007,973,54,2,1,9,2624,1290,1334,596,65,559,553,93.61,161,66,98,11,138,120,21,35,41,18,0,257,0,190,804,184,157,532,1726,93.4,33179
7141,2019,522,893,997,59,0,2,22,2495,1230,1265,613,56,531,499,93.55,145,80,112,7,153,111,13,34,42,18,0,319,0,228,761,191,168,478,1397,95,33179
7141,2020,462,867,966,47,1,1,31,2375,1202,1173,581,41,511,473,92.92,126,78,74,7,104,81,5,23,33,16,0,142,0,116,777,185,180,406,1340,95.7,33179
7141,2021,406,825,989,38,1,1,35,2295,1171,1124,553,99,619,460,88.75,102,63,81,2,124,65,21,13,8,18,0,28,0,23,1089,157,172,399,1425,96.4,33179
7141,2022,321,836,955,31,1,0,32,2176,1085,1091,494,120,268,373,86.98,220,131,119,4,163,120,23,12,58,26,0,150,0,128,1232,131,165,371,1450,91.1,33179
7141,2023,329,864,936,27,3,0,31,2190,1113,1077,449,117,277,432,88.32,184,92,120,7,157,107,7,7,25,21,5,165,5,148,1017,156,194,369,1120,93.8,33179
7141,2024,308,863,953,24,1,0,25,2174,1089,1085,545,141,350,474,89.77,192,117,132,12,133,101,40,3,21,23,95,75,88,71,856,227,181,327,1133,95,33179
7151,2012,69,827,969,11,0,1,1,1878,906,972,337,22,197,284,88.22,113,260,182,2,279,123,38,79,57,39,1165,526,621,373,1053,175,386,42,1711,66.8,33034
7151,2013,70,797,939,5,0,1,5,1817,948,869,455,23,222,260,88.46,90,235,121,8,317,106,16,15,91,38,765,595,438,391,869,150,390,55,1639,68,33034
7151,2014,62,714,895,4,1,3,5,1684,874,810,413,24,253,314,89.5,102,253,110,7,288,73,13,25,91,37,524,200,312,150,1082,147,374,64,1540,64,33034
7151,2015,51,751,877,4,1,2,7,1694,857,837,401,37,195,271,89.03,124,287,144,19,379,95,16,64,89,43,570,527,361,390,838,178,382,77,1523,68.4,33034
7151,2016,50,722,945,2,0,3,7,1729,884,845,394,38,321,336,92.68,121,221,132,2,332,120,15,22,86,38,0,45,0,44,699,171,401,74,1572,71.5,33034
7151,2017,53,740,994,2,0,2,7,1798,905,893,420,37,362,339,93.52,117,270,131,11,341,111,9,34,61,37,0,48,0,45,684,189,411,69,1660,73.4,33034
7151,2018,55,737,1123,6,0,1,11,1933,975,958,414,34,316,339,92.85,141,248,160,11,305,123,21,52,53,41,0,1,0,1,795,245,405,72,1824,83.6,33034
7151,2019,52,785,1134,9,1,1,12,1994,985,1009,469,31,331,359,93.19,121,224,132,13,250,123,14,40,42,33,0,0,0,0,807,195,403,68,1798,84,33034
7151,2020,48,767,1136,7,0,1,12,1971,1007,964,482,19,242,286,91.43,86,179,101,6,192,94,60,20,63,30,0,0,0,0,923,179,389,62,1750,92.8,33034
7151,2021,43,735,1056,6,0,0,15,1855,940,915,467,80,320,288,85.31,31,128,72,14,180,71,88,15,19,42,0,0,0,0,1208,135,395,51,1690,93.9,33034
7151,2022,52,692,960,6,0,0,11,1721,865,856,381,104,256,370,88.5,116,216,131,12,146,77,197,17,64,42,1,0,1,0,1010,141,370,52,1585,97.1,33034
7151,2023,71,774,1131,2,0,1,16,1995,1029,966,404,89,358,443,90.76,184,210,170,15,143,93,227,12,52,33,105,0,96,0,1000,220,423,60,1516,99.4,33034
7151,2024,54,909,1281,2,1,1,20,2268,1176,1092,481,107,341,507,90.77,178,251,171,32,120,112,197,13,38,32,184,892,146,564,1193,270,460,93,1689,98.9,33034
7191,2012,64,28,2438,21,0,0,0,2551,1268,1283,465,174,717,593,95.07,125,148,112,1,130,69,7,61,15,18,229,0,180,0,601,442,214,201,2139,77,33018
7191,2013,69,31,2802,18,0,1,0,2921,1492,1429,612,121,757,665,94.5,137,105,126,3,109,67,37,45,14,16,159,0,123,0,749,510,249,225,2434,81.2,33018
7191,2014,63,23,2863,19,0,1,0,2969,1491,1478,596,146,742,816,93.83,105,115,93,2,125,101,41,121,24,17,217,21,169,21,1221,467,226,241,2471,78.7,33018
7191,2015,56,20,2974,16,0,0,0,3066,1536,1530,662,176,824,701,94.36,148,120,120,1,140,83,10,84,16,17,253,33,180,33,666,470,216,208,2550,80.9,33018
7191,2016,47,18,2976,12,0,0,0,3053,1487,1566,704,140,814,734,94.78,132,93,100,5,126,73,12,113,16,15,0,17,0,17,604,394,201,215,2554,81.6,33018
7191,2017,53,21,2846,17,0,0,1,2938,1445,1493,749,138,751,702,94.63,105,96,79,2,120,66,6,59,8,13,0,57,0,57,588,343,176,236,2459,86.4,33018
7191,2018,32,25,2762,13,0,0,0,2832,1446,1386,720,136,755,641,94.75,79,84,60,2,95,42,2,62,15,12,0,55,0,53,578,311,184,284,2461,88.2,33018
7191,2019,32,19,2611,12,0,0,0,2674,1373,1301,659,91,669,682,94.72,65,86,47,0,99,47,5,73,11,12,0,0,0,0,560,293,169,293,2150,89,33018
7191,2020,39,20,2547,9,0,0,2,2617,1307,1310,636,146,804,564,95.73,38,125,31,2,130,49,32,19,16,13,0,0,0,0,454,226,176,295,2156,92.1,33018
